"RECEPTION_ID"|"DOC_ID"|"DELETION_DATE"|"ESTIMATED_TOTAL"|"ESTIMATED_TOTAL_CUR"|"PROCUREMENT_TOTAL"|"PROCUREMENT_TOTAL_CUR"|"FORM"|"COLL_OJ"|"NO_OJ"|"DATE_PUB"|"NO_DOC_OJS"|"URI_DOC"|"LG_ORIG"|"ISO_COUNTRY"|"IA_URL_GENERAL"|"IA_URL_ETENDERING"|"ORIGINAL_CPV_Text"|"ORIGINAL_CPV"|"ORIGINAL_NUTS_Text"|"ORIGINAL_NUTS"|"CA_CE_NUTS_Text"|"CA_CE_NUTS"|"REF_NO_DOC_OJS"|"DS_DATE_DISPATCH"|"DT_DATE_FOR_SUBMISSION"|"AA_AUTHORITY_TYPE"|"AA_AUTHORITY_TYPE_Text"|"TD_DOCUMENT_TYPE"|"TD_DOCUMENT_TYPE_Text"|"NC_CONTRACT_NATURE"|"NC_CONTRACT_NATURE_Text"|"PR_PROC"|"PR_PROC_Text"|"RP_REGULATION"|"RP_REGULATION_Text"|"TY_TYPE_BID"|"TY_TYPE_BID_Text"|"AC_AWARD_CRIT"|"AC_AWARD_CRIT_Text"|"MA_MAIN_ACTIVITIES"|"MA_MAIN_ACTIVITIES_Text"|"HEADING"|"INITIATOR"|"AA_NAME_EN"|"AA_NAME_ORIG"|"LEGAL_BASIS"|"NOTICE_UUID"|"OFFICIALNAME"|"ADDRESS"|"TOWN"|"POSTCODE"|"TITLE"|"SHORT_DESC_ENG"|"SHORT_DESC_ORIGINAL"|"LONG_DESC_ENG"|"LONG_DESC_ORIGINAL"|"CONTRACTOR_OFFICIALNAME_EN"|"CONTRACTOR_OFFICIALNAME_ORIG"|"CONTRACTOR_ADRESS_EN"|"CONTRACTOR_ADRESS_ORIG"|"CONTRACTOR_TOWN_EN"|"CONTRACTOR_TOWN_ORIG"|"CONTRACTOR_PCODE_EN"|"CONTRACTOR_PCODE_ORIG"|"CONTRACTOR_COUNTRY_EN"|"CONTRACTOR_COUNTRY_ORIG"|"CRIT"|"VAL_ESTIMATED_TOTAL"|"VAL_ESTIMATED_TOTAL_CUR"|"VAL_TOTAL"|"VAL_TOTAL_CUR"|"ANZAHL_LOTS"|"namespace"
"20-104774-001"|"102890-2020"|2020-06-06|keine Angabe|keine Angabe|"450000000.00"|GBP|F03|S|43|2020-03-02|"2020/S 043-102890"|http://ted.europa.eu/udl?uri=TED:NOTICE:102890-2020:TEXT:EN:HTML|EN|UK|https://www.gov.uk/government/organisations/crown-commercial-service|keine Angabe|Banking services|66110000|UNITED KINGDOM|UK|keine Angabe|keine Angabe|"2019/S 198-481245"|2020-02-27|keine Angabe|"1"|Ministry or any other national or federal authority|"7"|Contract award notice|"4"|Services|"1"|Open procedure|Z|Not specified|"9"|Not applicable|"2"|The most economic tender|S|General public services|"08C03"|"08"|The Minister for the Cabinet Office acting through Crown Commercial Service|The Minister for the Cabinet Office acting through Crown Commercial Service|"32014L0024"|keine Angabe|The Minister for the Cabinet Office acting through Crown Commercial Service|"9th Floor, The Capital Building, Old Hall Street"|Liverpool|L3 9PP|Payment Acceptance|Crown Commercial Service as the authority have established a pan government agreement for the provision of payment acceptance service to be utilised by Central Government Departments and all other UK Public Sector Bodies as identified at VI.3 of this notice.The framework agreement comprises of the following lots:Lot 1: Face to Face and CNP Card Acquiring, Gateway and APM Services;Lot 2: CNP Only Card Acquiring, Gateway and APM Services;Lot 3: CNP and Face to Face Acquiring Services;Lot 4: CNP and Face to Face Gateway and APM Services;Lot 5: Payment Initiation Service Providers;Lot 7: Payment Consulting Services.Bidders had the opportunity to bid for all or any combination of the lots.The full specification is set out in framework schedule 1 (Specification), in the invitation to tender documents attached to the BravoSolution eSourcing suite.|Crown Commercial Service as the authority have established a pan government agreement for the provision of payment acceptance service to be utilised by Central Government Departments and all other UK Public Sector Bodies as identified at VI.3 of this notice.The framework agreement comprises of the following lots:Lot 1: Face to Face and CNP Card Acquiring, Gateway and APM Services;Lot 2: CNP Only Card Acquiring, Gateway and APM Services;Lot 3: CNP and Face to Face Acquiring Services;Lot 4: CNP and Face to Face Gateway and APM Services;Lot 5: Payment Initiation Service Providers;Lot 7: Payment Consulting Services.Bidders had the opportunity to bid for all or any combination of the lots.The full specification is set out in framework schedule 1 (Specification), in the invitation to tender documents attached to the BravoSolution eSourcing suite.|A multi-supplier lot across all UK public sector bodies to provide services including as a minimum:— the provision of merchant card acquiring services, to facilitate the receipt, transfer and accounting of incoming domestic and foreign payment streams, from the payer, from traditional, new and existing payment cards, to buyers to facilitate face to face and CNP Transactions, and— the provision of fraud and risk management core services, standard online and mobile card security services and transactional payment risk management.|A multi-supplier lot across all UK public sector bodies to provide services including as a minimum:— the provision of merchant card acquiring services, to facilitate the receipt, transfer and accounting of incoming domestic and foreign payment streams, from the payer, from traditional, new and existing payment cards, to buyers to facilitate face to face and CNP Transactions, and— the provision of fraud and risk management core services, standard online and mobile card security services and transactional payment risk management.|GPUK LLP trading as Global Payments|GPUK LLP trading as Global Payments|Walbrook Building, 25 Walbrook|Walbrook Building, 25 Walbrook|London|London|LE71PL|LE71PL|UK|UK|""|keine Angabe|keine Angabe|"10000000.00"|GBP|"6"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-104774-001"|"102890-2020"|2020-06-06|keine Angabe|keine Angabe|"450000000.00"|GBP|F03|S|43|2020-03-02|"2020/S 043-102890"|http://ted.europa.eu/udl?uri=TED:NOTICE:102890-2020:TEXT:EN:HTML|EN|UK|https://www.gov.uk/government/organisations/crown-commercial-service|keine Angabe|Banking services|66110000|UNITED KINGDOM|UK|keine Angabe|keine Angabe|"2019/S 198-481245"|2020-02-27|keine Angabe|"1"|Ministry or any other national or federal authority|"7"|Contract award notice|"4"|Services|"1"|Open procedure|Z|Not specified|"9"|Not applicable|"2"|The most economic tender|S|General public services|"08C03"|"08"|The Minister for the Cabinet Office acting through Crown Commercial Service|The Minister for the Cabinet Office acting through Crown Commercial Service|"32014L0024"|keine Angabe|The Minister for the Cabinet Office acting through Crown Commercial Service|"9th Floor, The Capital Building, Old Hall Street"|Liverpool|L3 9PP|Payment Acceptance|Crown Commercial Service as the authority have established a pan government agreement for the provision of payment acceptance service to be utilised by Central Government Departments and all other UK Public Sector Bodies as identified at VI.3 of this notice.The framework agreement comprises of the following lots:Lot 1: Face to Face and CNP Card Acquiring, Gateway and APM Services;Lot 2: CNP Only Card Acquiring, Gateway and APM Services;Lot 3: CNP and Face to Face Acquiring Services;Lot 4: CNP and Face to Face Gateway and APM Services;Lot 5: Payment Initiation Service Providers;Lot 7: Payment Consulting Services.Bidders had the opportunity to bid for all or any combination of the lots.The full specification is set out in framework schedule 1 (Specification), in the invitation to tender documents attached to the BravoSolution eSourcing suite.|Crown Commercial Service as the authority have established a pan government agreement for the provision of payment acceptance service to be utilised by Central Government Departments and all other UK Public Sector Bodies as identified at VI.3 of this notice.The framework agreement comprises of the following lots:Lot 1: Face to Face and CNP Card Acquiring, Gateway and APM Services;Lot 2: CNP Only Card Acquiring, Gateway and APM Services;Lot 3: CNP and Face to Face Acquiring Services;Lot 4: CNP and Face to Face Gateway and APM Services;Lot 5: Payment Initiation Service Providers;Lot 7: Payment Consulting Services.Bidders had the opportunity to bid for all or any combination of the lots.The full specification is set out in framework schedule 1 (Specification), in the invitation to tender documents attached to the BravoSolution eSourcing suite.|A multi-supplier lot across all UK public sector bodies to provide services including as a minmum:— the provision of merchant card acquiring equipment, to facilitate the receipt, transfer and accounting of incoming domestic and foreign payment streams, from the payer, from traditional, new and existing payment cards, to buyers to facilitate cardholder present and cardholder not present transactions,— the provision of payment gateway services, to facilitate the receipt, transfer and accounting of incoming domestic and foreign payment streams, including eCommerce online payments, from the payer, from payment cards and from Alternative Payment Methods (APMs), to Buyers, and— the provision of fraud and risk management core services, standard online and mobile card security services and transactional payment risk management.|A multi-supplier lot across all UK public sector bodies to provide services including as a minmum:— the provision of merchant card acquiring equipment, to facilitate the receipt, transfer and accounting of incoming domestic and foreign payment streams, from the payer, from traditional, new and existing payment cards, to buyers to facilitate cardholder present and cardholder not present transactions,— the provision of payment gateway services, to facilitate the receipt, transfer and accounting of incoming domestic and foreign payment streams, including eCommerce online payments, from the payer, from payment cards and from Alternative Payment Methods (APMs), to Buyers, and— the provision of fraud and risk management core services, standard online and mobile card security services and transactional payment risk management.|Worldpay Ltd|Worldpay Ltd|Barclays, 1 Churchill Place|Barclays, 1 Churchill Place|London|London|EC4N 8AF|EC4N 8AF|UK|UK|""|keine Angabe|keine Angabe|"10000000.00"|GBP|"6"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-104774-001"|"102890-2020"|2020-06-06|keine Angabe|keine Angabe|"450000000.00"|GBP|F03|S|43|2020-03-02|"2020/S 043-102890"|http://ted.europa.eu/udl?uri=TED:NOTICE:102890-2020:TEXT:EN:HTML|EN|UK|https://www.gov.uk/government/organisations/crown-commercial-service|keine Angabe|Banking services|66110000|UNITED KINGDOM|UK|keine Angabe|keine Angabe|"2019/S 198-481245"|2020-02-27|keine Angabe|"1"|Ministry or any other national or federal authority|"7"|Contract award notice|"4"|Services|"1"|Open procedure|Z|Not specified|"9"|Not applicable|"2"|The most economic tender|S|General public services|"08C03"|"08"|The Minister for the Cabinet Office acting through Crown Commercial Service|The Minister for the Cabinet Office acting through Crown Commercial Service|"32014L0024"|keine Angabe|The Minister for the Cabinet Office acting through Crown Commercial Service|"9th Floor, The Capital Building, Old Hall Street"|Liverpool|L3 9PP|Payment Acceptance|Crown Commercial Service as the authority have established a pan government agreement for the provision of payment acceptance service to be utilised by Central Government Departments and all other UK Public Sector Bodies as identified at VI.3 of this notice.The framework agreement comprises of the following lots:Lot 1: Face to Face and CNP Card Acquiring, Gateway and APM Services;Lot 2: CNP Only Card Acquiring, Gateway and APM Services;Lot 3: CNP and Face to Face Acquiring Services;Lot 4: CNP and Face to Face Gateway and APM Services;Lot 5: Payment Initiation Service Providers;Lot 7: Payment Consulting Services.Bidders had the opportunity to bid for all or any combination of the lots.The full specification is set out in framework schedule 1 (Specification), in the invitation to tender documents attached to the BravoSolution eSourcing suite.|Crown Commercial Service as the authority have established a pan government agreement for the provision of payment acceptance service to be utilised by Central Government Departments and all other UK Public Sector Bodies as identified at VI.3 of this notice.The framework agreement comprises of the following lots:Lot 1: Face to Face and CNP Card Acquiring, Gateway and APM Services;Lot 2: CNP Only Card Acquiring, Gateway and APM Services;Lot 3: CNP and Face to Face Acquiring Services;Lot 4: CNP and Face to Face Gateway and APM Services;Lot 5: Payment Initiation Service Providers;Lot 7: Payment Consulting Services.Bidders had the opportunity to bid for all or any combination of the lots.The full specification is set out in framework schedule 1 (Specification), in the invitation to tender documents attached to the BravoSolution eSourcing suite.|A multi-supplier lot across all UK public sector bodies to provide services including:— the provision of a mechanism to enable payers to connect to their own bank account or bank accounts (operated by Account Servicing Payment Service Providers – ASPSPs) to make eCommerce payments to buyers via websites or other digital platforms and other channels.|A multi-supplier lot across all UK public sector bodies to provide services including:— the provision of a mechanism to enable payers to connect to their own bank account or bank accounts (operated by Account Servicing Payment Service Providers – ASPSPs) to make eCommerce payments to buyers via websites or other digital platforms and other channels.|Barclays Bank plc trading ad Barclaycard Payment Solutions|Barclays Bank plc trading ad Barclaycard Payment Solutions|Granite House, Granite Way|Granite House, Granite Way|London|London|E14 5HP|E14 5HP|UK|UK|""|keine Angabe|keine Angabe|"10000000.00"|GBP|"6"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-104774-001"|"102890-2020"|2020-06-06|keine Angabe|keine Angabe|"450000000.00"|GBP|F03|S|43|2020-03-02|"2020/S 043-102890"|http://ted.europa.eu/udl?uri=TED:NOTICE:102890-2020:TEXT:EN:HTML|EN|UK|https://www.gov.uk/government/organisations/crown-commercial-service|keine Angabe|Banking services|66110000|UNITED KINGDOM|UK|keine Angabe|keine Angabe|"2019/S 198-481245"|2020-02-27|keine Angabe|"1"|Ministry or any other national or federal authority|"7"|Contract award notice|"4"|Services|"1"|Open procedure|Z|Not specified|"9"|Not applicable|"2"|The most economic tender|S|General public services|"08C03"|"08"|The Minister for the Cabinet Office acting through Crown Commercial Service|The Minister for the Cabinet Office acting through Crown Commercial Service|"32014L0024"|keine Angabe|The Minister for the Cabinet Office acting through Crown Commercial Service|"9th Floor, The Capital Building, Old Hall Street"|Liverpool|L3 9PP|Payment Acceptance|Crown Commercial Service as the authority have established a pan government agreement for the provision of payment acceptance service to be utilised by Central Government Departments and all other UK Public Sector Bodies as identified at VI.3 of this notice.The framework agreement comprises of the following lots:Lot 1: Face to Face and CNP Card Acquiring, Gateway and APM Services;Lot 2: CNP Only Card Acquiring, Gateway and APM Services;Lot 3: CNP and Face to Face Acquiring Services;Lot 4: CNP and Face to Face Gateway and APM Services;Lot 5: Payment Initiation Service Providers;Lot 7: Payment Consulting Services.Bidders had the opportunity to bid for all or any combination of the lots.The full specification is set out in framework schedule 1 (Specification), in the invitation to tender documents attached to the BravoSolution eSourcing suite.|Crown Commercial Service as the authority have established a pan government agreement for the provision of payment acceptance service to be utilised by Central Government Departments and all other UK Public Sector Bodies as identified at VI.3 of this notice.The framework agreement comprises of the following lots:Lot 1: Face to Face and CNP Card Acquiring, Gateway and APM Services;Lot 2: CNP Only Card Acquiring, Gateway and APM Services;Lot 3: CNP and Face to Face Acquiring Services;Lot 4: CNP and Face to Face Gateway and APM Services;Lot 5: Payment Initiation Service Providers;Lot 7: Payment Consulting Services.Bidders had the opportunity to bid for all or any combination of the lots.The full specification is set out in framework schedule 1 (Specification), in the invitation to tender documents attached to the BravoSolution eSourcing suite.|A multi-supplier lot across all UK public sector bodies to provide services including as a minimum:— specialist payment acceptance and payment issuance consultancy services throughout the United Kingdom to contracting authorities to help Central Government (CG) and the Wider Public Sector (WPS) customers define their payment requirements, their scope and intended outcomes. Making it easier to scope their requirements for further competitions in a clear and transparent way.|A multi-supplier lot across all UK public sector bodies to provide services including as a minimum:— specialist payment acceptance and payment issuance consultancy services throughout the United Kingdom to contracting authorities to help Central Government (CG) and the Wider Public Sector (WPS) customers define their payment requirements, their scope and intended outcomes. Making it easier to scope their requirements for further competitions in a clear and transparent way.|GPUK LLP trading as Global Payments|GPUK LLP trading as Global Payments|Rise London, 41 Luke Street|Rise London, 41 Luke Street|Leicester|Leicester|LE71PL|LE71PL|UK|UK|""|keine Angabe|keine Angabe|"5000000.00"|GBP|"6"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-104166-001"|"102891-2020"|2020-06-06|keine Angabe|keine Angabe|"270.32"|GBP|F03|S|43|2020-03-02|"2020/S 043-102891"|http://ted.europa.eu/udl?uri=TED:NOTICE:102891-2020:TEXT:EN:HTML|EN|UK|https://www.cumbria.gov.uk/|keine Angabe|Social work and related services|85300000|Warwickshire|UKG13|keine Angabe|keine Angabe|"2019/S 125-305920"|2020-02-27|keine Angabe|"3"|Regional or local authority|"7"|Contract award notice|"4"|Services|"1"|Open procedure|Z|Not specified|"9"|Not applicable|"2"|The most economic tender|S|General public services|"08C03"|"08"|Cumbria County Council|Cumbria County Council|"32014L0024"|"4DF81F41-5E05-4F66-A3A1-F4B192A3C12E"|Cumbria County Council|Accounts Payable Parkhouse Building, Baron Way|Carlisle|CA6 4SJ|"65+ (Physical Disability)"|"65+ (physical disability)."|"65+ (physical disability)."|"65+ (physical disability)."|"65+ (physical disability)."|Cumbria Care|Cumbria Care|Cumbria County Council|Cumbria County Council|Carlisle|Carlisle|CA1 1RD|CA1 1RD|UK|UK|""|"270.32"|GBP|"270.32"|GBP|"1"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-102384-001"|"102892-2020"|2020-06-05|keine Angabe|keine Angabe|keine Angabe|keine Angabe|F03|S|43|2020-03-02|"2020/S 043-102892"|http://ted.europa.eu/udl?uri=TED:NOTICE:102892-2020:TEXT:EN:HTML|EN|UK|https://www.cityoflondon.gov.uk/Pages/default.aspx|keine Angabe|Software package and information systems|48000000|UNITED KINGDOM|UK|keine Angabe|keine Angabe|"2019/S 114-280105"|2020-02-26|keine Angabe|"3"|Regional or local authority|"7"|Contract award notice|"4"|Services|"2"|Restricted procedure|Z|Not specified|"9"|Not applicable|"1"|Lowest price|S|General public services|"08C03"|"08"|The Mayor and Commonalty and Citizens of the City of London|The Mayor and Commonalty and Citizens of the City of London|"32014L0024"|keine Angabe|The Mayor and Commonalty and Citizens of the City of London|City of London Corporation, Guildhall, PO Box 270|London|EC2P 2EJ|Planning and Regulatory Service Case Management System|The City currently uses 2 separate solutions to support the services of its departments for markets and consumer protection and for the built environment.The City would like to rationalise these systems into a single solution.The City would also like for this solution to be hosted and would like your responses to outline your ability to achieve this.|The City currently uses 2 separate solutions to support the services of its departments for markets and consumer protection and for the built environment.The City would like to rationalise these systems into a single solution.The City would also like for this solution to be hosted and would like your responses to outline your ability to achieve this.|Please note that this is an award notice and the opportunity is now closed. See Section V) (Award of Contract).|Please note that this is an award notice and the opportunity is now closed. See Section V) (Award of Contract).|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|""|keine Angabe|keine Angabe|keine Angabe|keine Angabe|"1"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-102078-001"|"102893-2020"|2020-06-05|keine Angabe|keine Angabe|"1080000"|GBP|F03|S|43|2020-03-02|"2020/S 043-102893"|http://ted.europa.eu/udl?uri=TED:NOTICE:102893-2020:TEXT:EN:HTML|EN|UK|www.delta-esourcing.com|keine Angabe|Supply services of personnel including temporary staff|79620000|Leicestershire, Rutland and Northamptonshire|UKF2|keine Angabe|keine Angabe|"2019/S 028-062451"|2020-02-26|keine Angabe|"3"|Regional or local authority|"7"|Contract award notice|"4"|Services|"1"|Open procedure|Z|Not specified|"9"|Not applicable|"1"|Lowest price|S|General public services|"08C03"|"08"|Harborough District Council|Harborough District Council|"32014L0024"|keine Angabe|Harborough District Council|The Symington Building, Adam and Eve Street|Market Harborough|LE16 7AG|HDC 213 Temporary Staff Agency|Harborough District Council intends to commission a service for the provision of temporary staff. The services required are as detailed in the procurement documents.|Harborough District Council intends to commission a service for the provision of temporary staff. The services required are as detailed in the procurement documents.|Harborough District Council occasionally secures the services of staff on a temporary basis across many teams within the organisation: these include administrative, project officer, finance, management, manual and customer services roles as well as specialist professional roles.The Council recruits temporary staff through a variety of channels including specialist agencies where appropriate.The Council intends to award a service contract to an employment agency, primarily for the recruitment of non-specialist roles as and when required.|Harborough District Council occasionally secures the services of staff on a temporary basis across many teams within the organisation: these include administrative, project officer, finance, management, manual and customer services roles as well as specialist professional roles.The Council recruits temporary staff through a variety of channels including specialist agencies where appropriate.The Council intends to award a service contract to an employment agency, primarily for the recruitment of non-specialist roles as and when required.|Smart Solutions (Recruitment) Ltd|Smart Solutions (Recruitment) Ltd|Raleigh House, Langstone Business Park, Langstone|Raleigh House, Langstone Business Park, Langstone|Newport|Newport|NP18 2LH|NP18 2LH|UK|UK|""|"540000"|GBP|"1080000"|GBP|"1"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-102016-001"|"102894-2020"|2020-06-05|keine Angabe|keine Angabe|keine Angabe|keine Angabe|F03|S|43|2020-03-02|"2020/S 043-102894"|http://ted.europa.eu/udl?uri=TED:NOTICE:102894-2020:TEXT:EN:HTML|EN|UK|https://www.lgss.co.uk/about/|keine Angabe|Social services|85320000|North Northamptonshire|UKF25|keine Angabe|keine Angabe|"2019/S 239-586665"|2020-02-26|keine Angabe|"3"|Regional or local authority|"7"|Contract award notice|"4"|Services|"1"|Open procedure|Z|Not specified|"9"|Not applicable|"2"|The most economic tender|"8"|Other|"08C03"|"08"|Northamptonshire County Council|Northamptonshire County Council|"32014L0024"|keine Angabe|Northamptonshire County Council|One Angel Square, Angel Street|Northampton|NN1 1ED|Northamptonshire County Council Target Operating Model NASS|Northamptonshire Adult Social Services (NASS) is seeking a strategic partner to work alongside to design and implement a programme of transformational change over the next 18 months. The partner will be required to assist in refining NASS's processes, improving customer experience and delivering sustainable services going forward.|Northamptonshire Adult Social Services (NASS) is seeking a strategic partner to work alongside to design and implement a programme of transformational change over the next 18 months. The partner will be required to assist in refining NASS's processes, improving customer experience and delivering sustainable services going forward.|Given the increased demand for adult social care in Northamptonshire, the ageing population of the county and the financial challenges of both the council and the wider health and social care system, there is a need to review the operating systems, processes and practice within adult social care. The aim of this piece of work is to be ‘fit for the future’ and ensure that how we deliver services and manage future demand under a new ‘target operating model’ is aligned to our strategic direction and approach, improves customer experience and operates as effectively and efficiently as possible.NASS is undertaking an open procurement process to select a strategic partner to work alongside to design and implement a programme of transformational change over the next 18 months. The partner will be required to assist in refining NASS's processes, improving customer experience and delivering sustainable services going forward.This contract is for 18 months, with an option to extend for 6 months, making 24 months in total and could be in the region of 4 000 000 GBP to 7 000 000 GBP.|Given the increased demand for adult social care in Northamptonshire, the ageing population of the county and the financial challenges of both the council and the wider health and social care system, there is a need to review the operating systems, processes and practice within adult social care. The aim of this piece of work is to be ‘fit for the future’ and ensure that how we deliver services and manage future demand under a new ‘target operating model’ is aligned to our strategic direction and approach, improves customer experience and operates as effectively and efficiently as possible.NASS is undertaking an open procurement process to select a strategic partner to work alongside to design and implement a programme of transformational change over the next 18 months. The partner will be required to assist in refining NASS's processes, improving customer experience and delivering sustainable services going forward.This contract is for 18 months, with an option to extend for 6 months, making 24 months in total and could be in the region of 4 000 000 GBP to 7 000 000 GBP.|Newton Europe Ltd|Newton Europe Ltd|keine Angabe|keine Angabe|Abingdon|Abingdon|keine Angabe|keine Angabe|UK|UK|""|keine Angabe|keine Angabe|keine Angabe|keine Angabe|"1"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-100874-001"|"102895-2020"|2020-06-05|keine Angabe|keine Angabe|"240202"|GBP|F03|S|43|2020-03-02|"2020/S 043-102895"|http://ted.europa.eu/udl?uri=TED:NOTICE:102895-2020:TEXT:EN:HTML|EN|UK|http://www.liverpoolcityregion-ca.gov.uk|keine Angabe|IT services: consulting, software development, Internet and support|72000000|Merseyside|UKD7|keine Angabe|keine Angabe|"2019/S 226-554584"|2020-02-26|keine Angabe|"6"|Body governed by public law|"7"|Contract award notice|"4"|Services|"1"|Open procedure|Z|Not specified|"9"|Not applicable|"2"|The most economic tender|"8"|Other|"08C03"|"08"|Merseytravel|Merseytravel|"32014L0024"|keine Angabe|Merseytravel|"1 Mann Island"|Liverpool|L3 1BP|Bus Contracts Management System|Merseytravel would like to invite vendors to quote for the supply, installation and maintenance of the corporate bus contracts management system. Currently, the contract management process for the supported bus network is managed via several internal Merseytravel systems. The current system covers the import of bus operator revenue returns data for non-commercial bus services and the calculation of operator payments. The system enables the bus contracts team to:— check all operator ticket sales data,— ensure that all journeys on contracted services have been run,— calculate revenue deductions for missing journeys,— produce reports to assist with revenue payments to bus operators and to manage and analyse contract performance. The data is also used by other departments as the basis for bus network reviews e.g. where people get on the bus, passenger numbers on journeys etc. A new bus contract management system (BCMS) will deliver a more efficient and robust contract management system for the supported bus network and will meet the requirements of the Merseytravel Bus Strategy. It will deliver full contract management from registration to payment, performance measures, KPI’s, mileage data and all aspects associated with efficient bus service management and performance.|Merseytravel would like to invite vendors to quote for the supply, installation and maintenance of the corporate bus contracts management system. Currently, the contract management process for the supported bus network is managed via several internal Merseytravel systems. The current system covers the import of bus operator revenue returns data for non-commercial bus services and the calculation of operator payments. The system enables the bus contracts team to:— check all operator ticket sales data,— ensure that all journeys on contracted services have been run,— calculate revenue deductions for missing journeys,— produce reports to assist with revenue payments to bus operators and to manage and analyse contract performance. The data is also used by other departments as the basis for bus network reviews e.g. where people get on the bus, passenger numbers on journeys etc. A new bus contract management system (BCMS) will deliver a more efficient and robust contract management system for the supported bus network and will meet the requirements of the Merseytravel Bus Strategy. It will deliver full contract management from registration to payment, performance measures, KPI’s, mileage data and all aspects associated with efficient bus service management and performance.|Merseytravel would like to invite vendors to quote for the supply, installation and maintenance of the corporate bus contracts management system. Currently, the contract management process for the supported bus network is managed via several internal Merseytravel systems. The current system covers the import of bus operator revenue returns data for non-commercial bus services and the calculation of operator payments. The system enables the bus contracts team to:— check all operator ticket sales data,— ensure that all journeys on contracted services have been run,— calculate revenue deductions for missing journeys,— produce reports to assist with revenue payments to bus operators and to manage and analyse contract performance. The data is also used by other departments as the basis for bus network reviews e.g. where people get on the bus, passenger numbers on journeys etc. A new bus contract management system (BCMS) will deliver a more efficient and robust contract management system for the supported bus network and will meet the requirements of the Merseytravel Bus Strategy. It will deliver full contract management from registration to payment, performance measures, KPI’s, mileage data and all aspects associated with efficient bus service management and performance.|Merseytravel would like to invite vendors to quote for the supply, installation and maintenance of the corporate bus contracts management system. Currently, the contract management process for the supported bus network is managed via several internal Merseytravel systems. The current system covers the import of bus operator revenue returns data for non-commercial bus services and the calculation of operator payments. The system enables the bus contracts team to:— check all operator ticket sales data,— ensure that all journeys on contracted services have been run,— calculate revenue deductions for missing journeys,— produce reports to assist with revenue payments to bus operators and to manage and analyse contract performance. The data is also used by other departments as the basis for bus network reviews e.g. where people get on the bus, passenger numbers on journeys etc. A new bus contract management system (BCMS) will deliver a more efficient and robust contract management system for the supported bus network and will meet the requirements of the Merseytravel Bus Strategy. It will deliver full contract management from registration to payment, performance measures, KPI’s, mileage data and all aspects associated with efficient bus service management and performance.|E P Morris and Company Ltd|E P Morris and Company Ltd|keine Angabe|keine Angabe|Bromsgrove|Bromsgrove|B60 4DJ|B60 4DJ|UK|UK|""|keine Angabe|keine Angabe|"240202"|GBP|"1"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-104366-001"|"102896-2020"|2020-06-06|keine Angabe|keine Angabe|"200000.00"|EUR|F03|S|43|2020-03-02|"2020/S 043-102896"|http://ted.europa.eu/udl?uri=TED:NOTICE:102896-2020:TEXT:EN:HTML|EN|UK|https://conselho.co.uk|keine Angabe|School catering services|55524000|Luton|UKH21|keine Angabe|keine Angabe|"2019/S 220-540009"|2020-02-27|keine Angabe|"6"|Body governed by public law|"7"|Contract award notice|"4"|Services|"1"|Open procedure|Z|Not specified|"9"|Not applicable|"1"|Lowest price|L|Education|"08C03"|"08"|Conselho Food Service Consultancy|Conselho Food Service Consultancy|"32014L0024"|keine Angabe|Conselho Food Service Consultancy|"18 Nalder Green East Challow"|Wantage|OX12 9WE|Ramridge Primary School|Food service provision for 500 pupils and staff.|Food service provision for 500 pupils and staff.|This tender is for the food service provision for pupils and all stakeholders within the school. TUPE will apply to this contract; some team members are within the local government pension scheme. Please do call if further information is required +44 78717187813.|This tender is for the food service provision for pupils and all stakeholders within the school. TUPE will apply to this contract; some team members are within the local government pension scheme. Please do call if further information is required +44 78717187813.|Alliance in Partnership|Alliance in Partnership|keine Angabe|keine Angabe|Oldbury|Oldbury|B68 0NP|B68 0NP|UK|UK|""|"600000.00"|EUR|"200000.00"|EUR|"1"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
